title(공고명),body_text(공고내용),지원대상,소관기관,지원분야(대),지원분야(중),사업수행기관,문의처,신청기간,사업신청방법설명
[경기] 안양시 2025년 유망기업 바이럴 마케팅 지원사업 모집 공고,"소비재 관련 안양시 유망기업을 대상으로 SNS 홍보를 통한 기업 제품 및 브랜드 인지도 확산 지원을 위한 사업입니다. ☞ 관내 소비재 관련 중소ㆍ벤처기업 - 뷰티, 식품, 패션, 생활가전 등 자체 제조 브랜드 보유기업 ☞ (영상제작) 인스○그램 등 SNS 업로드용 영상 제작 지원 - (제품홍보) SNS 홍보채널 內 제품 홍보영상 업로드",중소기업,경기도,내수,홍보지원,안양산업진흥원,안양산업진흥원 031-8045-6712,20250710 ~ 20250711,이메일 접수 (ssyong84@gmail.com) ※ 이메일 제목에 사업명 및 기업명 반드시 표시 ※ 신청서는 서명 또는 인감이 들어간 한글파일 원본을 제출하고 나머지 증빙서류는 PDF 파일로 제출(전체 파일을 압축하여 제출)
2025년 1차 한국무역보험공사 연계 수출지원프로그램 시행계획 공고,"중소기업 R&D 수행기업 중 수출초보기업의 수출역량 강화를 위해 「2025년도 한국무역보험공사 연계 수출지원프로그램」 시행계획을 다음과 같이 공고하오니, 참여하고자 하는 중소기업은 안내에 따라 신청하시기 바랍니다. ☞ 중소기업 R&D 지원사업 수행기업 중 접수마감일 기준 최근 5년 이내에 해당 사업의 과제에서 완료(평가등급 : 우수, 보통) 판정을 받은 중소기업 - 수출지원프로그램 선정 후 1년 내 수출계획이 있는 기업 ※ 자세한 신청자격 공고문 참조 ☞ 수출기업 리스크 관리, 수출컨설팅, 신용조사, 수출신용보증(선적전ㆍ선적후) 지원 ※ 자세한 지원내용 공고문 참조",중소기업,중소벤처기업부,수출,해외진출준비,중소기업기술정보진흥원,"[사업총괄] 통합콜센터 국번없이 1357, 중소기업기술정보진흥원 044-300-0715 / [협업기관] 한국무역보험공사 02-399-5318, 고객센터 1588-3884",20250625 ~ 20250708,온라인 접수 (중소기업기술개발사업 종합관리시스템)
2025년 2차 안산시 청년창업인큐베이팅사업 청년큐브 사업화지원 참여기업ㆍ팀 모집 공고,"안산시와 경기테크노파크에서는 청년큐브 입주기업(팀)의 대외 경쟁력 강화 및 사업화 성공률 제고를 위해 사업화 지원에 참여할 입주기업을 모집하오니 많은 관심과 신청바랍니다. ☞ 청년큐브(예대/초지/한양캠프) 입주기업 팀 ※ 자세한 지원대상 공고문 참조 ☞ 상용화, 마케팅, 인증, 지재권 지원 ※ 자세한 지원내용 공고문 참조",창업벤처,경기도,창업,사업화지원,경기테크노파크,경기테크노파크 청년큐브 운영실 031-487-9969,20250627 ~ 20250718,이메일 접수 (daehongie@gtp.or.kr)
2025년 2차 2기 울산 지역혁신클러스터육성 수요맞춤형 사업화지원 공고,"2025년도 「지역혁신클러스터육성 2기(울산)」지원사업 모집계획을 다음과 같이 공고하오니, 해당 프로그램 참여를 희망하는 울산지역 중소기업의 많은 신청 바랍니다. ☞ 아래에 해당하는 기업 - 접수 마감일 현재 울산 지역혁신융복합단지 소재 및 2025년 10월 말까지 이전 예정 기업 - 울산 특화산업(전력구동 모빌리티)KSIC코드에 해당하는 기업 - (지역 내) 울산 지역혁신융복합단지 내 중소ㆍ중견기업 - (지역 외) 울산지역 외(타지역)에서 울산 지역혁신융복합단지 내 이전ㆍ신설예정 중소ㆍ중견기업 ☞ 시제품제작, 제품고급화, 인증ㆍ시험 분석, 특허출원, 디자인, 전시회 참가, 마케팅, 컨설팅 등 프로그램 지원 ※ 총 8개 프로그램 중 2개 이상을 선택",중소기업,울산광역시,경영,디자인/상품화/사업화,울산테크노파크,"울산테크노파크 정책기획단 052-219-8510, 8728 / yejian@utp.or.kr, han931106@utp.or.kr",20250626 ~ 20250710,온라인 접수 (울산TP기업지원사업관리시스템) ※ 자세한 신청방법 공고문 참조
[경북] 2025년 예비유니콘 성장지원사업 모집 공고,"경북창조경제혁신센터는 우수한 기술력과 성장가능성을 검증받은 창업ㆍ벤처기업을 발굴하여 지역을 대표하는 유니콘 기업으로 육성하는 프로그램에 참여할 기업 모집을 아래와 같이 공고하오니 많은 참여바랍니다. ☞ 경상북도 (본사)소재 기업가치 200억 내외, 소재ㆍ부품ㆍ장비 및 사업을 개시한 날로부터 7년 이내 창업기업 ※ 자세한 선정대상 공고문 참조 ☞ 사업화지원금 25백만원, 대기업 연계, 예비 유니콘 스케일업 성장지원, 자금 지원 ※ 자세한 지원내용 공고문 참조",창업벤처,경상북도,창업,사업화지원,경북창조경제혁신센터,경북창조경제혁신센터 기술창업팀 (054-470-2688),20250623 ~ 20250707,이메일 접수 (triz83@ccei.kr)
2025년 국제 스트리밍 페스티벌 투자유치 쇼케이스(미디어테크 분야ㆍ우수기획안 분야) 참가 기업 모집 공고,"과학기술정보통신부와 정보통신산업진흥원(전담기관)은 국내 OTT서비스ㆍ콘텐츠 관련 기업의 해외 진출 기회 확대를 위해 ‘2025 국제 스트리밍 페스티벌’ 투자유치 쇼케이스(미디어테크, 우수기획안) 지원 기업 모집을 다음과 같이 추진하오니 많은 참여 바랍니다. ☞ (미디어테크기업 IR 분야) AI 서비스, 버추얼프로덕션, 현지화 등 미디어테크 기술을 보유한 국내 중소ㆍ중견기업 - (우수 기획안 피칭 분야) OTT 플랫폼 송출(서비스)을 위해 기획개발 중인 콘텐츠의 저작권을 보유한 국내 기업 ☞ 투자유치 쇼케이스 참가 지원 ※ 자세한 지원내용 공고문 참조",중소기업,과학기술정보통신부,경영,디자인/상품화/사업화,정보통신산업진흥원,정보통신신산업진흥원 메타버스확산팀 043-931-5635 / cbchoi@nipa.kr,20250626 ~ 20250717,이메일 접수 (cbchoi@nipa.kr)
2025년 2차 에너지인력양성사업 신규지원대상 연구개발과제 공고,에너지인력양성사업의 2025년도 2차 신규지원 대상 연구개발과제를 다음과 같이 공고하오니 해당 기술개발과제를 수행하고자 하는 자는 관련규정에 따라 신청하여 주시기 바랍니다. ☞ 주관연구개발기관 및 공동연구개발기관 ※ 자세한 신청자격 공고문 참조 ☞ 에너지신산업 글로벌 인재양성 과제당 예산 5~10억원 내외 지원 ※ 자세한 지원내용 공고문 참조,중소기업,산업통상자원부,기술,혼합(단독+공동),한국에너지기술평가원,"한국에너지기술평가원 인력양성실 [공고] 02-3469-8452 / [평가] 8451, 8456",20250627 ~ 20250805,온라인 접수 (범부처통합연구지원시스템)
2025년 2차 지식서비스산업기술개발사업 신규지원 대상과제 공고,"2025년도 지식서비스산업기술개발사업(내역:서비스산업융합고도화) 신규 지원대상 연구개발과제를 다음과 같이 공고하오니 참여를 희망하는 기관은 관련 규정 및 절차에 따라 신청하여 주시기 바랍니다. ☞ 기업, 대학, 연구기관, 연구조합, 사업자단체, 의료기관 등 ※ 자세한 신청자격 공고문 참조 ☞ 지식서비스산업기술개발(서비스산업융합고도화) 정부지원연구개발비(37.5백만원/개당) 지원 - 1단계(BM개발단계) : 37.5백만원 (5개월) / 2단계(기술개발단계)  : 연 5억원 내외 (3년) ※ 자세한 지원내용 공고문 참조",중소기업,산업통상자원부,기술,혼합(단독+공동),한국산업기술기획평가원,"한국산업기술기획평가원 엔지니어링ㆍ표준실 053-718-8531, 8344 / redcha333@keit.re.kr, junchoi@keit.re.kr",20250630 ~ 20250725,온라인 접수 (범부처통합연구지원시스템)
[경기] 포천시 2025년 2차 현장기술돌봄이 지원사업 모집 공고,"포천시 섬유기업 기술경쟁력 강화와 수출 활성화를 위해 포천시와 경기대진테크노파크, 한국섬유소재연구원에서는「2025년 포천시 현장기술돌봄이 지원 사업」을 아래와 같이 모집 공고하오니, 섬유 관련 기업인들의 많은 관심과 참여 바랍니다. ☞ 포천시 소재(본사/공장) 섬유기업 및 관련기업 ☞ 현장 애로기술, 인프라공동활용, 역량강화, 조직변환 지원 - 기업 당 연간 300만원 이내(조직변환 지원 최대 90만원 이내) 지원 ※ 자세한 지원내용 공고문 참조",중소기업,경기도,기술,기술사업화/이전/지도,경기대진테크노파크,"경기대진테크노파크 기업성장센터 031-860-0955, jinari@koteri.re.kr / 지역산업팀031-539-5051, songy64@gdtp.or.kr",예산 소진시까지,"방문, 팩스, 이메일, 전화 접수 ※ 지원분야별 접수방법 상이하므로 공고문 참조"
2025년 체외진단의료기기 제조업체 맞춤형 풀질관리 기술지원 참여기업 모집 공고,"식품의약품안전처가 지원하는「체외진단의료기기 제조업체 맞춤형 품질관리 기술지원」사업의 일환으로 국내 체외진단의료기기 제조기업 대상 GMP 기술지원 사업의 참여기업 모집을 아래와 같이 공고하오니, 관심 있는 기업들의 많은 신청 바랍니다. ☞ 국내 체외진단의료기기 제조기업 중 기술지원 수요기업 ※ 사업자등록증 상 제조업 관련 업태/업종 포함 시 신청가능(유통기업 지원 불가) ※ 대한민국 내에 사업장 및 제조소를 보유한 기업으로 공고일 기준 영업활동을 하는 기업 ☞ 기술지원(GMP 컨설팅) , 교육 및 세미나 지원 - 기술지원(GMP 컨설팅) : 체외진단의료기기 제조업체 품질관리체계 구축, GMP 절차서 및 문서 작성, 제조소 현장 지원 - 교육 및 세미나 제공 : 체외진단의료기기 GMP 실무 역량 강화 교육프로그램 제공, 체외진단의료기기 국가별 인증 세미나 프로그램 제공",중소기업,식품의약품안전처,기술,기술사업화/이전/지도,한국스마트헬스케어협회,"한국스마트헬스케어협회 운영 2팀 010-7738-7909, hong@gosha.or.kr",예산 소진시까지,이메일 접수 (hong@gosha.or.kr) ※ 이메일 제출 시 제목은 하기의 양식으로 작성하여 제출 ※ 제목 : [기업명] 체외진단의료기기 GMP 기술지원 사업 신청
2025년 해외조달시장 전문인력 양성과정 연계 채용희망기업 및 협력기업 추가 모집 공고,"조달청과 정부조달수출진흥협회는 기업의 해외진출 지원 및 일자리 창출에 기여하고자 ‘2025년 해외조달시장 전문인력 양성과정’ 연계 채용희망기업 및 협력기업을 모집하오니 국내 기업의 많은 참여를 바랍니다. ☞ 채용희망기업 및 협력기업 - 채용희망기업 : 국내ㆍ외 조달 및 해외영업(마케팅) 관련 인력이 필요하거나 채용계획이 있는 기업 - 협력기업 : 국내ㆍ외 조달 및 해외영업(마케팅) 관련 우수인재의 선제적 발굴을 희망하는 기업 ☞ 참여 혜택 지원 - G-PASS 기업 B등급, 우수 교육생 우선 매칭, 교육 수료생 추천, 채용공고 홍보 대행, 협력기업 활동비(300,000원) 등 지원",중소기업,조달청,인력,국내전문인력,정부조달수출진흥협회,"정부조달수출진흥협회 교육기획팀 02-6203-7750, 7735 / koreagpass@kep.or.kr",20250626 ~ 20250711,이메일 접수 (koreagpass@kep.or.kr)
2025년 2차 요소 수급 안정화 지원사업 공고,차량용 요소의 수입 다변화를 촉진하기 위한 「2025년 2차 요소 수급 안정화 지원사업」을 아래와 같이 공고하오니 많은 참여 바랍니다. ☞ 제3국산 차량용 요소에 대해 수입계획을 사전에 제출하고 지원물량을 배정받아 지원기간 내에 수입한 기업 ☞ 차량용 요소 수입단가 차액 일부 지원 ※ 지원단가 : [제3국산 요소 수입단가 - 중국산 요소 기준단가(396$)*] × 0.5,중소기업,산업통상자원부,수출,해외진출,대한무역투자진흥공사,대한무역투자진흥공사 글로벌공급망사업팀 02-3460-7635 / 산업통상자원부 화학산업팀 044-203-4934,20250626 ~ 20250708,이메일 접수 (gvc_biz@kotra.or.kr)
[경기] 고양시 2025년 28청춘창업소 시제품 제작 컨설팅 프로그램 참가자 모집 공고,"고양산업진흥원은 고양시 예비·초기 창업자 메이커 개발 역량 강화와 메이커 문화를 활성화하기 위해「2025년 28청춘창업소 시제품 제작 컨설팅 프로그램」참가자를 아래와 같이 모집하오니 관심 있는 고양시 창업가들의 많은 참여 바랍니다.  ☞ 고양시 창업기업, 관내 소재 대학생 등 시제품 제작을 희망하는 고양시 예비ㆍ초기 창업자   ☞ 제품 컨셉ㆍ디자인 컨설팅, 3D 스캐닝ㆍ역설계, 3D모델링 및 3D프린터를 활용한 시제품 출력, 전문 후가공 등 시제품 제작 지원",창업벤처,경기도,경영,디자인/상품화/사업화,고양산업진흥원,"운영사 02-6205-9738, shapeall@shapewayskorea.com / 고양산업진흥원031-968-7065, seojs@gipa.or.kr",20250625 ~ 20250718,"이메일 접수 (shapeall@shapewayskorea.com) ※ 방문 또는 우편 접수 불가, 접수 마감 시간 이내 완료분만 인정"
[경기] 용인시 2025년 반도체기업 HR컨설팅 지원 참여기업 모집 공고,용인시산업진흥원에서는 한국능률협회와 함께 반도체기업 맞춤형 HR 컨설팅 지원을 통한 용인시 반도체 기업의 직무중심의 인사관리 체계 고도화를 통한 조직 효율성 증대 도모하고자 합니다. ☞ 용인시 소재 반도체 관련 소재ㆍ부품ㆍ장비 기업 ※ 자세한 지원대상 공고문 참조 ☞ 직무분석 기반의 직무ㆍ인사관리 체계 수립 등을 위한 HR전문 컨설턴트 매칭 지원,중소기업,경기도,경영,컨설팅,용인시산업진흥원,"용인시산업진흥원 전략산업팀 031-323-3052, hjhong@ypa.or.kr",20250626 ~ 20250711,온라인 접수 (용인기업지원시스템) ※ 모든 서류는 PDF 파일로 제출
2025년 동남아 신규시장 해외 실증(PoC) 프로그램 참여기업 모집 공고,"해외 진출 유망 관광기업의 관광산업 및 트래블테크 분야 실증(PoC)을 통한 글로벌 성장 지원을 위하여 ‘동남아 신규시장 해외 실증 프로그램’ 참여기업을 모집하고자 합니다. 글로벌 진출 및 해외 파트너십 확보를 원하는 기업의 많은 관심 부탁드립니다. ☞ 공사 ’20~’25년 성장ㆍ도약기 관광기업 지원사업 참여기업 ☞ 실증화 프로그램, 사업화 자금 최대 2천 만 원 지원 ※ 자세한 지원내용 공고문 참조",중소기업,문화체육관광부,경영,디자인/상품화/사업화,한국관광공사,"한국관광공사 (02-729-9553, sky3883@knto.or.kr) / 스타트업정키(프로그램 운영사) (010-5843-2468, louis@startupjunkieconsulting.com)",20250626 ~ 20250711,온라인 접수(구글폼)
2025년 대한민국 독서대전 김포 참여 단체 및 출판사 등 모집 공고,"김포시에서 열리는 「2025 대한민국 독서대전 김포」 본행사에 참가할 단체 및 출판사 등을 모집하고자 다음과 같이 공고합니다. ☞ 전국 출판사, 서점 또는 독립출판사 등  ※ 지원내용 별 모집대상 상이 공고문 참조 ☞ 시설 및 필요예산 최대 230천원 ~ 650천원 지원 ※ 파트별 지원 시설 및 예산 상이, 공고문 참조",중소기업,문화체육관광부,경영,디자인/상품화/사업화,한국출판문화산업진흥원,"김포시 도서관과 독서대전 TF팀 031-5186-4665, 4659, 4656",20250705 ~ 20250709,"이메일 접수(gimporf@korea.kr) ※ 메일 송부 후 전화 확인 필(031-5186-4665, 4659, 4656)"
[경기] 2025년 청년 및 가업승계 소공인 지원사업 모집 공고,"경기도와 경기도시장상권진흥원은 도내 청년 도시형 소공인 및 도시형 소공인 2세의 원활한 기술 계승 및 가업승계를 위해 「2025년 청년 및 가업승계 소공인 지원사업」을 다음과 같이 참가자를 공고하오니 많은 관심과 참여 바랍니다. ☞ 도내 청년 소공인 혹은 가업승계(예정)자   - 청년인 경우 : 경기도 청년 기본조례에 의거하여 공고일 기준 경기도에 거주 중인 만 19세~39세 이하인 자  - 가업승계(예정)자 인 경우 : 가업승계 또는 예정인자 ☞ 제품개발, 홍보ㆍ마케팅ㆍIP, 작업환경개선, 스마트공정 업체당 최대 20백만원 한도 내 지원 ※ 자세한 지원내용 공고문 참조",소상공인,경기도,경영,디자인/상품화/사업화,경기도시장상권진흥원,경기도시장상권진흥원 소상공인팀 「청년 및 가업승계 소공인 지원」담당자 031-5181-7202~3 / hyj@gmr.or.kr,20250704 ~ 20250717,온라인 접수(경기바로)
[경기] 동부권역 2025년 2차 중소기업 개발생산판로 맞춤형 지원사업 통합 공고,"경기도경제과학진흥원에서 기업의 수요에 따라 창안개발, 제품생산, 판로개척 등 을 지원해드리는 사업입니다. ☞ 동부권역센터 소관 사업비 출연 시ㆍ군에 본사 또는 공장이 소재한 전년도 매출액 120억원 이하의 지방세 완납 제조업 또는 지식기반서비스 영위 중소기업 - 이천시 , 광주시 , 양평군 , 여주시 , 하남시 ☞ 창안개발(국내외 산업재산권 출원, 국내외 규격인증, 산업기술 정보제공) 지원 - 제품생산(시제품제작, 시험분석, 홈페이지 제작) 지원 - 판로개척(제품패키지 개선, 국내 홍보판로) 자원 ※ 자세한 지원내용 공고문 참조",중소기업,경기도,기술,시험/인증,경기도경제과학진흥원,경기도경제과학진흥원 동부권역센터 [하남시ㆍ이천시] 031-830-8562 / [광주시ㆍ여주시ㆍ양평군] 031-830-8566,20250623 ~ 20250704,온라인 접수 (경기기업비서)
[경기] 2025년 소공인 자생력 강화사업 모집 공고,"경기도와 경기도시장상권진흥원은 성장 잠재력을 가지고 전문기술 또는 우수 아이템을 보유하고, 발전시키고자 하는 소공인에게 체계적인 지원을 위해 「소공인 자생력 강화사업」 참가자를 모집하오니 많은 관심과 참여 바랍니다. ☞ 아래 세 가지 요건에 모두 해당 할 것  - 도시형 소공인(참고2 참조)에 해당할 것(나이제한 없음) - 본점이 11개 시군인 가평, 군포, 시흥, 안산, 안성, 양평, 여주, 용인, 파주, 포천 화성시에 소재 할 것 - 선정 제외대상 공고문 참조 ☞ 제품개발, 홍보ㆍ마케팅ㆍIP, 작업환경개선, 스마트공정 업체당 최대 30백만원 한도 내 지원 ※ 자세한 지원내용 공고문 참조 ※ 단, 시흥시는 작업환경개선에 한함",소상공인,경기도,경영,디자인/상품화/사업화,경기도시장상권진흥원,경기도시장상권진흥원 소상공인팀 「경기도 소공인 자생력강화사업」담당자 031-5181-7202~3 / hyj@gmr.or.kr,20250704 ~ 20250718,온라인 접수(경기바로)
2025년 민ㆍ관 합동 디지털 수출개척단(중동) 참가기업 모집 공고,"과학기술정보통신부와 정보통신산업진흥원에서는 국내 ICT기업의 해외시장진출 및 신규 바이어 발굴을 위해 민ㆍ관합동 디지털수출개척단의 일환으로 “2025년 두바이 정보통신 전시회(GITEX)” 한국관 참가기업 모집을 공고하오니 많은 관심과 참여 바랍니다. ☞ 디지털 서비스 보유 기업 - ICT 기술을 기반으로 한 융합서비스, 정보통신방송서비스 보유기업 ☞ 현지 바이어 발굴 및 매칭, 현지 B2B 상담회, 현지네트워킹 활동 등 지원 ※ 자세한 지원내용 공고문 참조",중소기업,과학기술정보통신부,수출,해외진출,정보통신산업진흥원,"정보통신산업진흥원 디지털수출팀 043-931-5595, pjm@nipa.kr",20250626 ~ 20250728,이메일 접수 (pjm@nipa.kr)
[경기] 북부권역 2025년 3차 중소기업 개발생산판로 맞춤형 지원사업 참가기업 모집 통합 공고,"경기도와 경기도경제과학진흥원은 북부 10개 시ㆍ군(가평, 구리, 고양, 남양주, 동두천, 양주, 의정부, 파주, 포천, 연천)과 연계하여 북부권역 산업 특성을 고려한 현장중심의 맞춤형 기업지원을 통해 중소기업의 성공적 사업화 및 지역경제 활성화를 도모하기 위하여 아래와 같이 지원사업의 참여기업을 모집하고자 하오니 많은 참여 바랍니다. ☞ 해당 시군에 본사 또는 공장이 소재한 기업으로 연매출 120억원 이하 지방세완납 제조업 또는 지식기반서비스업을 영위하는 중소기업 - 가평군 , 구리시 , 고양시, 남양주시 , 동두천시 , 양주시 , 연천군 , 의정부시 , 파주시 , 포천시 ☞ 창안개발(국내ㆍ외 산업재산권 출원 / 국내ㆍ외 규격인증), 제품생산(시험ㆍ분석비), 판로개척(국내ㆍ외 전시박람회) 기업당 연간 최대 20백만원 한도 지원 ※ 시군별 지원가능한 세부사업 상이 공고문 참조",중소기업,경기도,기술,시험/인증,경기도경제과학진흥원,경기도경제과학진흥원 북부권역센터 [남양주ㆍ연천] 031-850-7124 / [가평ㆍ고양ㆍ의정부] 031-850-7127 / [구리ㆍ파주ㆍ포천] 031-850-7128 / [동두천ㆍ양주] 031-850-7131 및 이메일 공고문 6p 참조,20250625 ~ 20250708,온라인 접수 (경기기업비서) ※ 자세한 신청방법 공고문 참조
[경기] 남부권역 2025년 3차 중소기업 개발생산판로 맞춤형 지원사업 통합 공고,"우수 제품의 상용화에 어려움을 겪고 있는 중소기업에게 시제품(금형) 제작비를 지원하여 제품 경쟁력 강화를 위한 사업입니다. ☞ 사업비 출연 시ㆍ군 소재 2024년도 연매출 120억원 이하 중소기업으로, 아래 각 호에 해당하는 기업 - 지방세 완납 기업으로 본사 또는 공장이 사업비 출연 시ㆍ군 내 소재한 기업(수원시, 오산시, 평택시, 안성시) - 제조업 또는 지식기반서비스업을 영위하는 기업 ※ 자세한 지원대상 공고문 참조 ☞ 시제품(금형) 제작 소요비용의 60% 지원(기업당 연 1회) - 공급가액 1,500만원 한도 내 지원 ※ 자세한 지원내용 공고문 참조",중소기업,경기도,기술,시험/인증,경기도경제과학진흥원,경기도경제과학진흥원 남부권역센터 031-672-3588,20250623 ~ 20250704,온라인 접수 (경기기업비서)
2025년 KCON LA 연계 온ㆍ오프라인 마케팅 지원사업 참여기업 모집 공고,"중소벤처기업의 효과적인 북미시장 진출을 위해 영향력 있는 한류 행사인 KCON LA와 연계한 온ㆍ오프라인 마케팅 지원사업 참여기업을 다음과 같이 모집합니다. ☞ KCON IP(지식재산권)를 활용하여 북미시장을 대상으로 온라인마케팅을 희망하는 중소기업 ※ 자세한 지원대상 공고문 참조 ☞ 온라인마케팅 지원(온라인), 현지 제품홍보 지원(오프라인) - 온라인마케팅 : 글로벌쇼핑몰 내 참여기업 공동 KCON 기획전, 배너 게재, 프로모션 쿠폰 발행, SNS 마케팅 등 - 현지 제품홍보 : 지정된 물류사에서 행사장까지 제품 통관 및 국제 운송, 행사장 내 전시부스를 활용한 브랜드 및 제품 진열 및 홍보 ※ 자세한 지원내용 공고문 참조",중소기업,중소벤처기업부,수출,해외진출,중소벤처기업진흥공단,"중소벤처기업진흥공단 온라인수출처 055-751-9763, 02-2130-1482 / 고비즈코리아 고객지원센터 1588-6234, help@gobizkorea.or.kr",20250623 ~ 20250707,온라인 접수 (고비즈코리아)
[경기] 2025년 중소ㆍ중견 해외 진출기업 ESG 컨설팅 지원사업 공고,"대한무역투자진흥공사에서 2025년 중소ㆍ중견 해외 진출기업 ESG 컨설팅 지원사업을 실시합니다. ☞ 경기도 소재 기업 5개사 및 KOTRA 사업 참가 기업 3개사(중견글로벌, 세계일류상품, 지사화 등)   ☞ 기업별 현지 대응 ESG 컨설팅, 대응 내재화 지원 등 기업당 2천만원 컨설팅 서비스 지원",중소기업,산업통상자원부,경영,컨설팅,대한무역투자진흥공사,"KOTRA 중견기업팀 (02 3460 7231, seungja86@kotra.or.kr) / 경기도경제과학진흥원 ESG 지원팀 (031 259 6282, yhlee@gbsa.or.kr) / 김&장 법률사무소 (02 3703 8539 , seul.lee@kimchang.com)",20250623 ~ 20250711,온라인 접수 (KOTRA 무역투자24)
[경기] 캐나다 밴쿠버 농식품 판촉전 참가기업 모집 공고,"한류의 영향으로 K-Food에 관심이 높아진 캐나다 밴쿠버에서 개최되는 「2025 밴쿠버 김치 & K-Food 페스티벌」에서 판촉활동과 바이어 수출상담회에 참가하고자 하는 경기도 농식품 기업을 모집하오니 많은 관심과 참여 부탁드립니다. ☞ 본사 또는 공장이 경기도에 소재한 농식품 기업  - 중소기업기본법 제2조에 의한 중소기업 중 본사 또는 공장 소재지가 경기도이고 2024년 수출금액 2,000만불 이하 기업 - 우대품목 : 김치류, 장류, 쌀 및 잡곡, 떡볶이, 기타 농식품 가공류 ☞ 전시 부스 제공, 해외 바이어 섭외 및 수출상담 주선 등 지원",중소기업,경기도,내수,오프라인,경기도경제과학진흥원,"경기도경제과학진흥원 수출마케팅팀 031-259-6146, wkchoi@gbsa.or.kr",20250625 ~ 20250708,온라인 접수 (경기기업비서)
[경북] 포항시 2025년 소상공인 카드수수료 지원사업 참여점포 모집 변경 공고,"경상북도ㆍ포항시ㆍ경상북도경제진흥원에서는 경기침체로 어려움을 겪고 있는 소상공인들을 위한 ‘소상공인 카드수수료 지원사업’ 참여점포 를 다음과 같이 모집하오니 많은 신청 부탁드립니다. ☞ 2024년 매출액 3억원 이하이며, 사업자등록증 상의 소재지가 포항시인 소상공인 ☞ 2024년도 카드 매출액의 0.5% 업체당 최저 5만원, 최대 50만원 지원",소상공인,경상북도,경영,시설/입지지원,경상북도경제진흥원,"경상북도경제진흥원 동부지소 054-612-2972, 2974 / 포항시 소상공인연합회 054-281-5006",예산 소진시까지,"온라인 및 방문 접수 - 온라인 : 경상북도경제진흥원 카드수수료 지원사업 - 방문 : 경상북도경제진흥원 동부지소(포항시 남구 희망대로 859, 2층)"
[경기] 양주시 2025년 2차 해외전시회 참가기업 지원사업 모집 공고,"관내 중소기업의 수출판로 개척을 위해 해외전시회 참가비 및 전시마케팅 교육을 지원하는「2025년 양주시 해외전시회 참가기업 지원사업」을 추진하오니 많은 신청 바랍니다. ☞ 전년도 수출금액 2,000만불 이하 본사 또는 공장이 경기도 양주시에 소재한 중소기업기본법 제2조에 의한 중소기업 ☞ 기업당 최대 300만원(VAT 제외) 내 사후 실비지원, 사전ㆍ사후 컨설팅/교육 지원 - 부스 임차료(필수), 부스 장치비, 1CBM 이내(100만원 한도), 전시회 현지 주최사 제공 마케팅 서비스 비용(온ㆍ오프라인 모두 해당) 주최사 공식 홈페이지 광고 게재, 현장 바이어매칭 서비스 등",중소기업,경기도,수출,해외진출,킨텍스,"킨텍스 경기도기업전시센터 031-995-8517~8, 8842 / gbesc@kintex.com",20250609 ~ 20250711,이메일 접수 (gbesc@kintex.com) ※ 자세한 신청방법 공고문 참조
[경기] 의정부시 2025년 2차 음식점 미세먼지ㆍ악취 방지시설 설치 지원사업 공고,"도심 생활권 내 음식점에서의 미세먼지ㆍ악취 물질 배출을 저감하는 방지시설의 설치를 지원하여 생활 주변의 쾌적한 대기환경 조성을 유도하기 위한 「2025년 음식점 미세먼지・악취 방지시설 설치 지원사업」을 다음과 같이 공고합니다. ☞ 공고일 현재 의정부시에 소재한 직화구이 등 미세먼지ㆍ악취 배출 음식점 ☞ 방지시설 설치 사업비 27,305천 원 지원 - 음식점 미세먼지ㆍ악취 방지시설 설치 지원 ※ 자세한 지원내용 공고문 참조",소상공인,경기도,경영,시설/입지지원,경기대진테크노파크,경기대진테크노파크 기술사업본부 비전사업팀 031-539-5105,20250626 ~ 20250704,"방문 또는 우편 접수 - 접수처 : 경기도 포천시 자작로 155(자작동) 경기대진테크노파크 시험생산동 3층, 303-2호 비전사업팀 우)11158"
2025년 친환경양식어업육성 사업대상자 모집 공고(품종별산업화시설지원ㆍ패류공동생산시설),"2025년 친환경양식어업육성(품종별산업화시설지원_패류공동생산시설)사업의 보조사업자 선정을 위한 공모계획을 다음과 같이 공고합니다. ☞ 간접보조사업자는 「양식산업발전법」 제10조에 의한 패류 양식업면허 또는 「양식산업발전법」 제43조에 의한 허가를 받아 패류양식장을 경영 중인 2개 이상의 양식어가 ☞ 시설 당 국비기준 최대 250백만원 지원 - 굴, 가리비 등 패류 양식 어가의 스마트·자동화 시스템 구축을 위한 자동선별기, 세척기 등의 설비를 포함한 공동작업시설",중소기업,해양수산부,경영,시설/입지지원,직접수행,"해양수산부 양식산업과 044-200-5641, 5391",20250616 ~ 20250725,방문 또는 우편 접수 - 방문 : 해양수산부(정부세종청사 4동) 양식산업과(343호) - 우편 : 해양수산부(정부세종청사 5동 1층 민원실)
