title(공고명),body_text(공고내용),지원대상,소관기관,지원분야(대),지원분야(중),사업수행기관,문의처,신청기간,사업신청방법설명
[경기] 2025년 G-FAIR 코리아 우수 혁신제품관 참가기업 모집 공고(혁신기업 판로지원사업),"경기도와 경기테크노파크는 경기도내 ‘혁신제품’ 인증을 보유한 기업을 대상으로「G-FAIR 코리아 2025」에서 ‘경기도 우수 혁신제품관’에 참가할 기업을 모집하오니 많은 관심과 참여 바랍니다. ☞ 경기도내 혁신제품 지정 인증을 보유한 중소기업(본사 또는 공장이 경기도내 소재) - 전시품목 : 테크, 뷰티, 식품, 생활, 건강 ☞ 2025년 G-FAIR 코리아 참가 지원_조립부스 지원 ※ 자세한 지원내용 공고문 참조",중소기업,경기도,내수,오프라인,경기테크노파크,"경기테크노파크 기술사업화팀 031-500-3017, kkamja@gtp.or.kr",20250630 ~ 20250718,온라인 접수 (경기테크노파크)
2025년 제주워크숍 신청기관ㆍ기업 모집 공고,"제주특별자치도와 제주관광공사에서는 제주도외 민간기업, 공공기관 및 단체를 대상으로 제주방문 및 제주 워크숍 프로그램 및 지원 혜택 관련 「2025 제주워크숍」프로그램 신청기관·기업을 모집하오니 많은 참여와 관심 바랍니다. ☞ 도외 민ㆍ관 기업 및 단체 등 ☞ 체험 프로그램 제공, 중문면세점 및 이제주숍 구매 할인 혜택 제공, 숙박비 및 체험비 일부 지원",중소기업,제주특별자치도,내수,오프라인,제주관광공사,제주관광공사 사업담당자 minsub0209@ijto.or.kr,예산 소진시까지,이메일 접수 (minsub0209@ijto.or.kr)
2025년 특화산업(의료ㆍ헬스) 기업 인프라 연계 지원 프로그램 모집 공고(협업형 메이커 스페이스 사업),"2D, 3D설계와 시제품 제작을 지원하는 인프라 연계 지원 프로그램을 다음과 같이 공고하오니 의료ㆍ헬스 분야 기업의 많은 참여 바랍니다. ☞ 국내 의료ㆍ헬스 분야 예비 또는 7년 이내 창업기업 ☞ 컨소시엄 내ㆍ외부 전문인력 활용 2D, 3D설계 및 디지털 제조 장비 활용 창업기업 수요 반영 제품 제작 지원",창업벤처,중소벤처기업부,창업,사업화지원,경북대학교 스타트업지원센터,"경북대학교 스타트업지원센터 053-219-4000, 4105 / creativefactory@iact.or.kr",20250630 ~ 20251128,이메일 접수 (creativefactory@iact.or.kr) ※ 메일 제목 : 인프라 연계 지원 프로그램_기업명
2025년 하반기 스마트농업 분야 단체ㆍ국가표준 접수 공고,"한국농업기술진흥원은 농산업 발전과 국가 경쟁력 확보를 위해 스마트농업의 표준화를 추진하고 있으며, 이를 위해 2025년 하반기 신규 스마트농업 분야 단체ㆍ국가표준 접수를 공고하오니 많은 참여 바랍니다. ☞ 스마트농업 관련 이해관계자(연구기관, 농산업체 등) ☞ 단체표준(SPS), 국가표준(한국산업표준, KS) 지원 ※ 자세한 지원내용 공고문 참조",중소기업,농촌진흥청,경영,디자인/상품화/사업화,한국농업기술진흥원,"한국농업기술진흥원 스마트농업진흥팀 063-919-1723, hyukkki@koat.or.kr",20250701 ~ 20250731,온라인 접수 (스마트팜 ICT기자재 국가표준확산지원사업 홈페이지)
2025년 이화의대부속목동병원 바이오 Core Facility 구축사업 공동연구개발기관(입주기업) 모집 공고,"이화의대부속목동병원에서는 E(Environment), W(Well-aging), H(Human cell therapy), A(AIㆍBig data) 분야의 우수한 기술을 보유하고 성장 잠재력이 높은 유망 바이오기업을 발굴하여 이화의대부속목동병원이 보유한 시설ㆍ장비 및 전문 멘토링 등의 활용을 통해 글로벌 바이오 기업으로의 성장을 촉진하고자,「바이오 Core Facility 구축사업」의 공동연구개발기관(입주기업) 모집합니다. ☞ 공고일(2025년 7월 1일) 기준 바이오 관련 창업 5년 이내 기업 -「중소기업기본법」제2조에 따른 중소기업 ※ 자세한 신청자격 공고문 참조 ☞ 정부지원연구개발비 총 4.5억원 지원 - 인프라(입주공간, 장비/시설), 사업화(입주기업 맞춤형 교육 프로그램, 내ㆍ외부 네트워크 연계, 투자 연계) 지원 ※ 자세한 지원내용 공고문 참조",창업벤처,과학기술정보통신부,기술,공동기술개발,한국연구재단,"ER바이오코어사업단 02-2650-2682, erbiocore@gmail.com",20250701 ~ 20250731,이메일 접수 (erbiocore@gmail.com) ※ 원본 스캔본
2025년 양산부산대학교병원 바이오 Core Facility 구축사업 공동연구개발기관(참여기업) 모집 공고,"양산부산대학교병원에서는 우수한 기술을 보유하고 성장 잠재력이 높은 유망 바이오헬스 기업을 발굴하여 병원이 보유한 시설ㆍ장비 및 전문멘토링 등의 활용을 통해 글로벌 바이오헬스 기업으로의 성장을 촉진하고자,「바이오 Core Facility 구축사업」의 공동연구개발기관(참여기업) 모집을 다음과 같이 공고합니다. ☞ 공고일 기준 바이오헬스 분야 관련 창업 5년 이내 기업 -「중소기업기본법」제2조에 따른 중소기업 ※ 2020년 7월 2일 이후 창업기업만 지원 가능 ※ 자세한 신청자격 공고문 참조 ☞ 정부지원금 총 4.5억원(1.5억원/년) 지원 - 장비 및 시설 인프라, 교육ㆍ멘토링 및 투자 연계 지원",창업벤처,과학기술정보통신부,기술,공동기술개발,한국연구재단,"양산부산대학교병원 055-360-3870, 4712 / pnuyh_boi@naver.com",20250701 ~ 20250731,"이메일 접수 (pnuyh_boi@naver.com) ※ 붙임 문서는 누락될 수 있으므로 서식 내에 포함(이미지 등)하여 제출 ※ 제출된 서류 일체는 반환하지 않으며, 선정 후 제출문서의 원본 제출 필수"
2025년 가톨릭대학교 서울성모병원 바이오 Core Facility 구축사업 공동연구개발기관(참여기업) 모집 공고,"가톨릭대학교 서울성모병원은 환자 맞춤형 세포ㆍ면역치료 개발 관련 기술을 보유하고 성장 잠재력이 높은 유망 바이오 벤처기업을 발굴하여 가톨릭대학교가 보유한 장비ㆍ시설 및 멘토링 등의 활용을 통해 글로벌 바이오기업으로의 성장을 촉진하고자,「바이오 Core Facility 구축사업」의 참여기업 모집을 다음과 같이 공고합니다. ☞ 공고일(’25.07.01.) 기준 창업 5년 이내 기업(20.07.02. 이후 창업기업) -「중소기업기본법」제2조에 따른 중소기업 - 한국산업기술진흥협회에서 ’기업부설연구소’ 또는 ’연구개발전담부서’ 인가를 받은 기업 ※ 자세한 신청자격 공고문 참조 ☞ 기술개발자금(정부지원금) 기업당 1.5억 원/년(총 4.5억 원) 지원 - R&D 인프라 및 입주공간 지원(입주공간, 장비/시설, 멘토링, 자문ㆍ컨설팅) - 기업 맞춤형 개발 지원 프로그램(아이디어/기술 평가, 지식재산권, 전임상시험, 임상시험, 인허가, 투자/홍보)",창업벤처,과학기술정보통신부,기술,공동기술개발,한국연구재단,"가톨릭대학교 서울성모병원 바이오코어 퍼실리티 센터 02-2258-5344, 5345 / biocore@catholic.ac.kr",20250701 ~ 20250731,이메일 접수 (biocore@catholic.ac.kr) ※ 서류 원본을 스캔하여 제출
2025년 중소기업 국내ㆍ외 판로개척 및 마케팅 유공 포상 후보자 모집 공고,"중소기업의 국내ㆍ외 판로개척 및 매출확대 등에 기여한 중소기업 및 유관기관 임ㆍ직원 등을 격려하기 위해 '중소기업 국내ㆍ외 판로개척 및 마케팅 유공' 포상 후보자를 아래와 같이 모집하오니 많은 신청 바랍니다. ☞ 중소기업 임ㆍ직원, 공무원, 공공기관ㆍ유통사 등 유관기관 임ㆍ직원 등 ※ 자세한 신청자격 공고문 참조 ☞ 중소벤처기업부장관 표창 총 35점(변동 가능) 수여",중소기업,중소벤처기업부,수출,시장개척,한국중소벤처기업유통원,"중소기업유통센터 마케팅지원팀 02-6678-9323, 9322",20250618 ~ 20250718,온라인 접수 (판판대로)
2025년 산업체 온실가스 인벤토리 구축 지원사업 공고,"「2025년 산업체 온실가스 인벤토리 구축 지원사업」을 다음과 같이 공고하오니 관심 있는 업체의 많은 참여를 바랍니다. ☞ 국내외 탄소규제 및 ESG 등 지원이 필요한 산업체 ※ 자세한 지원대상 공고문 참조 ☞ 인벤토리 구축 컨설팅, 탄소 관리 교육, ESG 경영 진단, 감축 잠재량 도출, 온실가스 배출량 확인서 발급 지원 ※ 자세한 지원내용 공고문 참조",중소기업,산업통상자원부,경영,컨설팅,한국에너지공단,한국에너지공단 052-920-0575 / 지원사무국 070-8831-4416~7,20250630 ~ 20250718,온라인 접수 (산업체 온실가스 인벤토리 구축 지원사업 홈페이지)
2025년 2차 의료기기 품질관리 국제기준 도입을 위한 기술지원 참여업체 모집 공고,"2025년도 식품의약품안전처 주관‘의료기기 품질관리 국제기준 도입을 위한 기술지원’사업의 참여업체 모집을 아래와 같이 공고하오니, 관심 있는 업체들의 많은 신청 바랍니다. ☞ GMP 관련 기술지원 필요 업체 - 신규 기술지원(1)/(2) : 국내 신규 일반 의료기기 제조업허가 준비 업체 중 GMP 관련 기술지원 필요 업체 - 일반 기술지원(1/(2) : 국내 일반 의료기기 제조업체 중 GMP 관련 기술지원 필요 업체 ☞ 신규 기술 및 일반 기술 지원 ※ 자세한 지원내용 공고문 참조",중소기업,식품의약품안전처,기술,기술사업화/이전/지도,한국스마트헬스케어협회,대구경북첨단 의료산업진흥재단 053-790-5525 / 한국스마트 헬스케어협회 010-7738-7909,20250630 ~ 20250711,"이메일 접수 (eunsil@kmedihub.re.kr, hong@gosha.or.kr)"
[서울] 2025년 인도네시아 시장개척단 파견 단원 모집 공고,"서울상공회의소는 서울소재 중소상공인들을 대상으로 인도네시아 시장에서의 새로운 사업기회 모색과 성공적 진출을 위해 다음과 같이 ‘2025년 인도네시아 시장개척단’을 파견코자 하오니 관심있는 기업들의 적극적인 참여를 부탁드립니다. ☞ 서울소재 중소상공인(1개사 1인 기준) ☞ 현지 공식행사 만찬비, 거래상담회 개최 비용, 통역비, 가이드 및 차량임차비, 단원용 참고자료 인쇄비 등 지원",중소기업,서울특별시,수출,시장개척,서울상공회의소,서울상공회의소 상공회운영팀 02-6050-3479,20250701 ~ 20250731,이메일 접수 (ccww3124@korcham.net)
2025년 스페인 마드리드ㆍK-박람회 수산식품 참가업체 모집 공고,"우리 수산식품의 유럽 지역 수출 확대를 위하여 추진하는 「스페인, 마드리드, 부처 합동 K-박람회 수산관」참가업체를 아래와 같이 모집하오니 관심 있는 수산식품 수출기업의 많은 참여 바랍니다. ☞ 중소ㆍ중견 한국 수산식품 제조ㆍ수출업체 - 대상품목 : 수산식품 전반 ☞ 임차비 및 장치비, 통역지원, 마켓테스트, 출장항공비, 운송통관비, 냉동ㆍ냉장비품 지원",중소기업,해양수산부,내수,오프라인,한국농수산식품유통공사,"aT 수산사업단 061-931-0851, 0859 / eastone1@at.or.kr, hwi24@at.or.kr",20250625 ~ 20250709,온라인 접수 (aT수출업체종합지원시스템)
2025년 하반기 검역해소품목 지원사업 참가업체 모집 공고,"국가별 수출불가 또는 까다로운 검역조건으로 수출이 어려운 품목의 검역조건 개선에 맞춰 초기 시장 진입 연착률을 지원하기 위한 「2025년 하반기 검역해소 품목 지원사업」 참여업체를 아래와 같이 모집하오니 많은 신청 바랍니다. ☞ 신선 농산물 및 가공식품 관련 국내 수출업체 - 대상품목 : 신선 농산물 및 가공식품 전반(임산물, 수산물 제외) ☞ 오프라인 판촉 마케팅 활동 관련 제반 비용 50백만원 이내 지원",중소기업,농림축산식품부,수출,해외진출,한국농수산식품유통공사,"aT 신선수출지원부 (061-931-0836, jmk@at.or.kr)",20250627 ~ 20250711,온라인 접수 (aT수출종합지원시스템)
2025년 AI기반 뇌발달질환 디지털의료기기 실증지원 실증지원 사업 모집 재공고,"대구디지털혁신진흥원에서는 AI기반 뇌질환 디지털의료기기 산업 생태계 활성화를위한「2025년 AI기반 뇌발달질환 디지털의료기기 실증지원」실증지원 사업을 추진합니다. 이에, 본 사업에 참여할 기업을 모집하오니, 많은 참여 바랍니다. ☞ 접수일 기준 법인등기부등본 상 본사가 대구광역시 소재한 중소기업 ※ 대구 외 소재할 경우, 사업 선정 후 1년 內 지사 또는 연구소의 설립을 위한 이전확약서 제출 필수 ☞ 총 1개 과제 선정 및 연간 200백만원 지원 - 디지털의료기기의 임상설계 및 임상지원, 성능/적합성 검증 지원 - 디지털의료기기 상용화를 위한 식약처 인허가 전주기 프로세스 지원 - 한국뇌연구원의 기술컨설팅, 장비지원, 성능 검증 지원 등 기술지원",중소기업,대구광역시,기술,공동기술개발,대구디지털혁신진흥원,"[제출 및 문의] 대구디지털혁신진흥원 053-215-3673, hg@dip.or.kr / [기술지원 및 컨설팅 문의] 한국뇌연구원 010-5505-5128, jhsong@kbri.re.kr",20250707 ~ 20250711,이메일 접수 (lhg@dip.or.kr)
2025년 미래국방가교기술개발사업 신규과제 재공고,"과학기술정보통신부와 방위사업청에서 추진하는「미래국방가교기술기술개발사업」의 신규과제를 아래와 같이 재공고하오니 관심 있는 연구자들의 많은 참여 바랍니다. ☞「국가연구개발혁신법」제2조 제3호 및 동법 시행령 제2조에서 정하는 기관 및 단체 ※ 자세한 신청자격 공고문 참조 ☞ Counter-UAS용 신속 기동 추진시스템 개발, 적외선 탐색기 기반 위협체 soft-kill을 위한 대응광원 모듈 개발 지원 ※ 자세한 지원내용 공고문 참조",중소기업,과학기술정보통신부,기술,혼합(단독+공동),한국연구재단,"[RFPㆍ접수ㆍ양식 관련 문의] 공공기술단 042-869-7792, yjson@nrf.re.kr / [평가 관련 문의] 국가전략사업평가1팀 042-869-7766, chmyh@nrf.re.kr / IRIS 콜센터 1877-2041",20250630 ~ 20250709,온라인 접수 (범부처통합연구지원시스템) ※ 자세한 신청방법 공고문 참조
2025년 K-콘텐츠 대만수출상담회 및 TCCF 참가 참가기업 모집 공고,"한국콘텐츠진흥원은 국내 콘텐츠기업의 대만시장 진출 지원을 위해 9월 개최 예정인 K-콘텐츠 대만수출상담회와 11월 TCCF전시회에 다음과 같이 국내 참가기업을 모집합니다. 많은 관심과 참여 부탁드립니다. ☞ 국산 콘텐츠 관련 라이선싱, 기획, 제작, 유통 및 배급 등 해외 비즈니스를 원하는 국내기업 - 콘텐츠 IP/판권 등을 소유하거나 절대적 협상권을 가져 직접 수출 상담이 가능한 기업 - 대기업/중견기업/중소기업 등 참가 가능 / 자회사/에이전시 등 참가 가능 - 모집장르 : 캐릭터IP, 방송영상, 웹툰 ☞ 대만 수출상담회, TCCF 지원 ※ 자세한 지원내용 공고문 참조",중소기업,문화체육관광부,수출,해외진출,한국콘텐츠진흥원,"[사업문의] 한국콘텐츠진흥원 심천비즈니스센터 +86-755-8653-6744, yangyejee@kocca.kr / [웰콘문의] WelCon Help Desk 1566-9984, welcon@kocca.kr",20250627 ~ 20250714,온라인 접수 (콘텐츠수출마케팅플랫폼(WelCon))
2025년 표준기반 제품ㆍ서비스 시험인증 지원사업 시행계획 공고,"2025년 한국정보통신기술협회 표준기반 제품ㆍ서비스 시험인증 지원사업 시행계획을 다음과 같이 공고하오니, 동 사업에 참여하여 지원을 받고자 하는 기업은 안내에 따라 신청하시기 바랍니다. ☞ ICT 표준기반 제품ㆍ서비스 개발 중소기업 ☞ 표준기반 제품ㆍ서비스 시험인증 비용 5백만원 지원 - 표준을 기반으로 하는 중소기업 제품ㆍ서비스의 시장진출 및 판로개척 등을 위한 시험인증 비용 지원",중소기업,과학기술정보통신부,기술,시험/인증,한국정보통신기술협회,"한국정보통신기술협회 표준진흥단 010-5111-1453, 010-5110-6793",20250630 ~ 20250715,이메일 접수 (consulting@tta.or.kr) ※ 한글파일(.hwp .hwpx)로 제출 요망
2025년 5차 수출 도전기업 IP위험 대응역량 강화사업 모집 공고,"수출 도전기업의 안정적인 해외진출과 수출활성화 도모를 위한 「수출 도전기업 IP위험 대응역량 강화사업」의 5차 모집을 다음과 같이 공고합니다. ☞ ​전년도ㆍ당해 연도 정부ㆍ지자체 수출판로 지원사업 참여 중소ㆍ중견기업, 전년도 수출실적 10만 달러 미만 기업을 동시에 만족하는 기업 ※ 산자부 ‘내수기업 수출기업화 사업’, 중기부 ‘글로벌비즈니스센터사업’ 등 정부ㆍ지자체에서 운영하는 수출 판로 촉진과 관련된 지원사업 ☞ 기초분석, 분쟁예방교육, 위험분석 지원 ※ 세부 유형별 지원비용 상이 공고문 참조",중소기업,특허청,경영,디자인/상품화/사업화,한국지식재산보호원,"한국지식재산보호원 전략산업지원실 [신청문의] 02-6196-2042∼3, 2048 / [과업문의] 02-6196-2045∼6 / [이메일 문의] ip_support@koipa.re.kr",20250630 ~ 20250721,온라인 접수 (한국지식재산보호원 사업관리시스템)
2025년 전남 중장년 기술창업센터 지원사업 사업화(판로개척) 지원사업 모집 공고,"중장년 기술창업센터 입주(졸업)기업의 판로 확대 및 사업화 역량 강화를 위한「2025년 중장년기술창업센터 사업화(판로개척) 지원 사업」신청기업을 모집하오니 많은 관심과 참여 바랍니다. ☞ 공고일 기준 중장년센터 입주기업 및 ’23년도 이후 졸업기업 ☞ PPT제작, 마케팅/판로, 시제품 제작, 지재권 출원 지원 등 등 기업당 2,500천원 이내 지원 ※ 자세한 지원내용 공고문 참조",창업벤처,전라남도,창업,사업화지원,전남정보문화산업진흥원,전남정보문화산업진흥원 ICT융합본부 AX지원팀 061-280-7499,20250702 ~ 20250709,이메일 접수 (mj53@jcia.or.kr) ※ 신청서는 한글 및 PDF 파일 모두 제출 필수. 서류 제출 후 담당자에게 수신 확인 필수
2025년 2차 소재부품기술개발사업 신규지원 대상과제 공고,"2025년도 소재부품기술개발사업(2차) 신규 지원대상 연구개발과제를 다음과 같이 공고하오니 수행하고자 하는 자는 신청하여 주시기 바랍니다. ☞ 기업, 대학, 연구기관, 연구조합, 사업자단체, 의료기관 등 ☞ 소재ㆍ부품의 해외의존도 완화, 기술고도화 및 미래시장 선점을 위해 소재ㆍ부품 기술 확보와 경쟁력강화 지원※ 세부사업별 내용 상이 (공고문 참조)",중소기업,산업통상자원부,기술,기술사업화/이전/지도,한국산업기술기획평가원,"한국산업기술기획평가원 공급망산업실 053-718-8434, 8455, 8370, 8422, 8474, 8408, 8285 / 공급망산업실 053-718-8474 및 공고문 33p~ 참조",세부사업별 상이,온라인 접수 (범부처통합연구지원시스템)
2025년 원자력국제공동연구지원사업(한-아ㆍ태 원자력공동연구) 신규과제 공모 공고,과학기술정보통신부에서는 아태지역 원자력협력협정(RCA) 회원국(22개국)과의 전략적 협력이 필요한 국가들과의 공동연구를 추진하기 위하여 2025년도 원자력국제공동연구지원사업(한-아ㆍ태 원자력 공동연구) 신규과제를 다음과 같이 공모하오니 관심 있는 연구자들의 많은 참여 바랍니다. ☞「기초연구진흥 및 기술개발지원에 관한 법률」제14조의2 제1항에 따라 인정받은 기업부설 연구소 또는 연구개발전담부서를 보유한 기관 및 단체 ※ 자세한 신청자격 공고문 참조 ☞ 한-아ㆍ태 원자력 공동연구 지원 ※ 자세한 지원내용 공고문 참조,중소기업,과학기술정보통신부,기술,공동기술개발,한국연구재단,"한국연구재단 원자력단 (042-869-7820, 7812, 7813 / jeongseok5148@nrf.re.kr, youngjinsong@nrf.re.kr, jewanpark@nrf.re.kr) 및 기타 문의처 공고문 p.18 참조",20250714 ~ 20250729,온라인 접수 (범부처통합연구지원시스템)
2025년 미래모빌리티 열관리시스템 성능검증 기반구축 기업지원 추가 모집 공고,"충남테크노파크는 미래 열관리 시스템 품질 향상을 위한 극한환경 열관리 실차 시험평가 및 성능검증 기반구축을 위하여 “미래모빌리티 열관리시스템 성능검증 기반구축”사업을 추진하고 있습니다. 본 사업을 추진하면서 구축 장비와 기 구축장비를 활용한 사업화 기업지원 및 기술지도를 추진하여 지역 연계로 국내시장 확보 및 해외 수출 지원을 하고자 하오니, 관심있는 기업의 많은 참여 바랍니다.  ☞ 자동차 열관리시스템 연관기업 ☞ (기술지도) 2,500천원/건, (시험평가지원) 장비활용비 1,000천원/건 지원",중소기업,충청남도,기술,기술사업화/이전/지도,충남테크노파크,충남테크노파크 자동차센터 041-331-8013,20250625 ~ 20250708,이메일 접수 (hsjung@ctp.or.kr)
2025년 2차 과학기술정보통신부 AIㆍ디지털 기반 방송프로그램 제작지원 해외진출형 방송콘텐츠 사업 추가 공고,"과학기술정보통신부와 한국방송통신전파진흥원은 창의적이고 경쟁력 있는 방송프로그램 제작지원을 통한 국내 방송산업의 글로벌 경쟁력 제고를 위해「2025년 AIㆍ디지털 기반 방송프로그램 제작지원 : 해외진출형 방송콘텐츠 사업」을 아래와 같이 공고하오니 많은 관심과 참여 바랍니다. ☞ 방송사업자, 국내 OTT사, 중소 방송사업자 등 ※ 제작사는 주관사업자로 구성된 컨소시엄으로만 참여 가능 ※ 자세한 지원대상 공고문 참조 ☞ AI 또는 디지털 기술 활용 드라마ㆍ비드라마 시리즈물(중편) 제작 지원 ※ 자세한 지원내용 공고문 참조",중소기업,과학기술정보통신부,경영,디자인/상품화/사업화,한국방송통신전파진흥원,"한국방송통신전파진흥원 방송콘텐츠진흥팀 061-350-1405, 1408, nks@kca.kr / e나라도움 상담센터 1670-9595",20250627 ~ 20250717,온라인 접수 (e나라도움) ※ 자세한 신청방법 공고문 참조
2025년 APEC-VC 중소환경기업 기술 B2B 홍보ㆍ교육 컨텐츠 제작 지원 참여기업 모집 연장 공고,"아ㆍ태지역 시장진출을 희망하는 ‘APEC-VC 중소환경기업 기술 B2B 홍보ㆍ교육 컨텐츠 제작 지원사업’의 참여기업 모집 계획을 다음과 같이 공고하오니, 관심 있는 기업의 많은 지원바랍니다. ☞ 아ㆍ태지역 시장진출에 관심 있는 국내 우수 환경기술ㆍ제품(B2B 품목) 보유 중소기업 ※ 「중소기업기본법」제2조 및 같은 법 시행령 제3조에 따른 중소기업 ☞ 우수 기술(제품) 관련 홍보ㆍ교육 동영상 제작, APEC-VC 국제환경기술교육센터 홈페이지 내 업체별 소개 페이지 개설, 동영상 탑재ㆍ홍보 지원",중소기업,환경부,경영,디자인/상품화/사업화,한국환경산업기술원,한국환경산업기술원 환경지식정보실 02-2284-1169 / minju4022@keiti.re.kr,20250609 ~ 20250725,이메일 접수 (minju4022@keiti.re.kr)
물류로봇 실증지원센터 활용 및 기술 협력을 위한 참여기업 모집 공고,"경상남도, 김해시, 경남로봇랜드재단은 2023년 산업통상자원부 “물류영역 서비스로봇 공통플랫폼 구축사업”에 선정되어 로봇을 활용한 「물류로봇   실증지원센터」구축을 추진하고 있습니다. 이에 「물류로봇 실증지원센터」 공동 활용과 기술 협력을 통한 물류·유통 현장의 효율화 및 자동화, 첨단 물류 기술 도입을 희망하는 기업을 아래와 같이 모집합니다. ☞ 국내 물류ㆍ유통 기업, 3PL/유통 물류대행 기업, 전국 물류 플랫폼 운영사 및 온라인커머스 물류담당 부서, 물류 자동화 도입 예정인 중소ㆍ중견 유통업체 ※ 제조업 기반 물류창고 운영기업도 포함 가능 ☞ 공간 및 시설(창고, 분류 및 포장, 발송 및 배송 지원), 물류시설(자동화시스템), 기타 서비스 및 지원(기술 지원 및 유지보수)  ※ 자세한 지원내용 공고문 참조",중소기업,경상남도,기술,기술인력/장비지원,경남로봇랜드재단,"경남로봇랜드재단 물류로봇 실증지원센터 및 테스트베드 담당 055-214-6043, yjjeon@gnrobot.or.kr",20250626 ~ 20250710,이메일 접수 (yjjeon@gnrobot.or.kr)
2025년 선도기업 연계 스타트업 협업 지원사업 모집 공고,"김해의생명산업진흥원에서는 「2025년 선도기업 연계 스타트업 협업 지원사업」을 다음과 같이 진행하고자 하오니 많은 관심과 참여를 부탁드립니다. ☞ 김해시에 사업장(본사, 지사, 연구소)을 둔 창업7년(또는 10년) 이내 기업 - 타지역 소재 기업의 경우 최종 선정 시 협약 체결 전까지 김해시로 본사 이전 완료 필수 ☞ 수요처-창업기업 협업에 기반한 기술 검증 및 고도화 비용(PoC) 1개사 당 최대10백만원 내외 지원",창업벤처,경상남도,창업,사업화지원,김해의생명산업진흥원,"김해의생명산업진흥원 창업인재양성팀 담당자 (055-310-9231, ddu@gbia.or.kr)",20250627 ~ 20250715,이메일 접수 (ddu@gbia.or.kr) ※ 해당 지원사업에 안내된 신청서류(별첨자료)를 작성하여 기타 제출서류와 함께 한 장의 PDF파일로 제출
2025년 1차 바이오 의료기기 글로벌 진출 지원 제로트러스트 기반구축사업 참여기업 모집 공고,"2025년부터 산업통상자원부가 시행하는 바이오산업기반구축사업 내 「바이오의료기기 글로벌진출지원 제로트러스트 기반구축」과제를 수행하고 있는 건양대학교 산학협력단입니다. 본 과제는 제품의 잠재적 사용오류 및 유용성 개선 등을 통해 국내 의료기기 제품의 글로벌 인허가 대응력 강화를 위한 지원을 수행하고 있습니다. 본 사업단에서 지원하는 분야에 대한 상세 내용을 아래와 같이 공고하오니, 참여를 희망하는 역량있는 기업들의 많은 신청 바랍니다. ☞ 해외 시장 진출을 목표로 하며, 지원이 필요한 경쟁력 있는 바이오 의료기기 제조 기업(HW/SW) ※ 자세한 지원대상 공고문 참조 ☞ 사용 적합성평가, 내구성/품질, 사이버보안, 비임상 유효성 평가 등 지원 ※ 자세한 지원내용 공고문 참조",중소기업,산업통상자원부,기술,시험/인증,건양대학교산학협력단,건양대학교 산학협력단 010-4626-1986,20250625 ~ 20250718,이메일 접수 (dearbonnie@konyang.ac.kr)
2025년 퇴직전문가 중소기업 기술지원 사업 참여기업 모집 공고,"환경산업 분야 퇴직 전문인력의 숙련된 기술 노하우를 창업ㆍ중소기업에 맞춤형으로 전수해 환경기업의 경쟁력을 확보하도록 지원하는 ‘2025년 퇴직전문가 중소기업 기술지원 사업’ 참여기업을 다음과 같이 모집합니다. ☞ 환경분야 퇴직전문가를 채용하여 기술지원을 받고자 하는 창업ㆍ중소 환경기업 - (전담형) 기존 환경 사업 확대 또는 배출시설 개선을 희망하는 중소기업 - (선택형) 오염물질 배출업소의 환경시설을 진단하는 환경컨설팅회사 또는 환경전문공사업체 ※ 자세한 지원대상 공고문 참조 ☞ 기업당 최대 1인, 기업당 최대 10백만원 지원 ※ 자세한 지원내용 공고문 참조",중소기업,환경부,기술,기술사업화/이전/지도,한국환경산업협회,"한국환경산업협회 환경산업육성팀 02-2088-5209, sangrae9237@keia.kr",예산 소진시까지,온라인 접수 (한국환경산업협회)
2025년 국가지정형 인도 테스트베드 지원사업 참가기업 모집 재공고,"한국농업기술진흥원은 국내 농기자재 산업의 활력을 제고하고 수출 경쟁력 강화를 위해 인도 시장을 대상으로 현지 적응성 검증을 위한 실증을 추진하고 있습니다. 이와 관련하여 「2025년 국가지정형 인도 테스트베드 지원사업」을 추진합니다. 관심 있는 국내 우수 농산업체의 많은 참가를 바랍니다. ☞ 국내 유통 중인 농자재(4), 농기계(3) 총 7개 제품 생산 기업 ☞ 현지기관과 협력을 통한 각 제품의 실증, 현지박람회, 시연 및 수출상담회(총 1회 이상) 등 현지 마케팅, 투입제품 해외 운송비, 현지 통관비 및 내륙 물류비 지원 ※ 자세한 내용 공고문 참조",중소기업,농촌진흥청,수출,해외진출,한국농업기술진흥원,한국농업기술진흥원 글로벌사업팀 063-919-1371,20250627 ~ 20250711,이메일 접수 (jongko86@koat.or.kr) ※ 참가신청서 등 제출서류를 번호 순으로 개별파일로 저장하여 파일명: (참가기업명)2025 인도 테스트베드 지원사업.zip파일로 자료 제출
